student_id,major,academic_ability,workload_tolerance,strategy,current_semester,gpa,total_courses_completed,total_credits,latent_strength_math,latent_strength_physics,latent_strength_chem_bio,latent_strength_computing,latent_strength_circuits,latent_strength_signals,latent_strength_systems_control,latent_strength_communication,latent_strength_lab_project,latent_strength_humanities_business
170,CCE,0.5150511587481477,0.41864602709993515,balanced,5,2.639,24,66.0,0.736,0.412,0.582,0.329,0.758,0.685,0.779,0.733,0.644,0.772
171,CSE,0.7468598575023879,0.4502228757018361,major_progress,3,3.383,15,41.0,0.642,0.724,0.646,0.791,0.809,0.85,0.949,0.794,0.864,0.97
172,CCE,0.7359895369668749,0.4158949872753726,balanced,6,3.192,26,74.0,0.797,0.573,0.7,0.648,0.98,0.799,0.753,0.764,0.767,0.746
173,CSE,0.5238057418851279,0.40643761444002713,major_progress,3,2.882,14,38.0,0.491,0.488,0.554,0.705,0.493,0.548,0.509,0.481,0.559,0.392
174,ECE,0.48915536362817735,0.38772401073661195,major_progress,3,2.565,15,43.0,0.349,0.595,0.326,0.627,0.411,0.413,0.98,0.458,0.794,0.948
175,CSE,0.5763975476485321,0.5750776494054028,major_progress,6,2.824,32,88.0,0.574,0.338,0.396,0.773,0.389,0.683,0.729,0.59,0.532,0.7
176,CSE,0.626535656196356,0.6998191069765586,major_progress,6,3.083,30,86.0,0.586,0.636,0.678,0.57,0.742,0.524,0.527,0.867,0.752,0.865
177,ECE,0.5526948170664421,0.39217314088227745,major_progress,2,2.335,11,31.0,0.432,0.655,0.816,0.337,0.504,0.551,0.403,0.304,0.695,0.513
178,CCE,0.7908943450427882,0.8736278261861158,balanced,2,3.48,9,25.0,0.779,0.692,0.98,0.905,0.901,0.687,0.781,0.866,0.846,0.638
179,CSE,0.5965934291624214,0.6509110950571184,balanced,2,2.514,10,28.0,0.924,0.64,0.498,0.555,0.66,0.921,0.612,0.611,0.322,0.735
180,ECE,0.6465870948551947,0.660078733376035,balanced,4,2.827,21,55.0,0.597,0.819,0.388,0.508,0.39,0.648,0.899,0.301,0.98,0.587
181,CSE,0.8317064208634347,0.7235676696669452,balanced,6,3.515,23,67.0,0.928,0.941,0.699,0.65,0.691,0.912,0.98,0.958,0.542,0.671
182,CCE,0.4348939235442449,0.5281246251391285,balanced,2,2.478,11,27.0,0.216,0.393,0.771,0.468,0.376,0.38,0.441,0.322,0.441,0.788
183,CSE,0.5486204265227673,0.23725471353865532,major_progress,2,2.755,11,31.0,0.706,0.508,0.588,0.599,0.441,0.849,0.379,0.326,0.406,0.05
184,CCE,0.681323570527892,0.3356194443726728,gpa_protective,8,2.987,24,72.0,0.572,0.736,0.744,0.928,0.756,0.839,0.593,0.871,0.578,0.476
185,ECE,0.8027541160328335,0.7690947780173657,balanced,4,3.517,22,60.0,0.98,0.821,0.708,0.508,0.953,0.761,0.9,0.88,0.795,0.98
186,CCE,0.5760132181752132,0.48133674669216653,balanced,7,2.782,17,51.0,0.338,0.498,0.373,0.592,0.393,0.579,0.646,0.739,0.45,0.61
187,CCE,0.6492595557795655,0.370315186407969,balanced,4,2.963,20,54.0,0.726,0.638,0.738,0.755,0.296,0.92,0.391,0.752,0.804,0.72
188,CCE,0.4525519620303671,0.608535551737111,major_progress,2,2.011,10,28.0,0.588,0.734,0.425,0.521,0.546,0.466,0.419,0.293,0.652,0.779
189,CCE,0.6761532561549939,0.7158034113471143,major_progress,8,3.336,40,118.0,0.933,0.602,0.608,0.708,0.944,0.98,0.905,0.66,0.71,0.653
190,CSE,0.47965362217631,0.6169581182941712,balanced,3,2.447,15,43.0,0.529,0.327,0.582,0.547,0.05,0.456,0.344,0.406,0.481,0.231
191,ECE,0.34977399777669743,0.1922053904976458,gpa_protective,4,1.968,21,57.0,0.751,0.05,0.3,0.211,0.295,0.204,0.485,0.339,0.321,0.551
192,CCE,0.3018399033276897,0.5786074206591679,gpa_protective,6,2.163,31,87.0,0.05,0.696,0.284,0.096,0.271,0.635,0.448,0.233,0.227,0.575
193,CCE,0.7056787999654422,0.46286017910715505,balanced,5,3.327,26,74.0,0.98,0.909,0.874,0.98,0.536,0.68,0.805,0.798,0.537,0.844
194,ECE,0.6655352379222432,0.5639656182603169,balanced,3,2.752,18,50.0,0.361,0.692,0.725,0.525,0.851,0.674,0.754,0.659,0.684,0.33
195,CCE,0.6150843991247692,0.5553110296778782,major_progress,6,3.329,20,58.0,0.576,0.321,0.661,0.549,0.81,0.758,0.331,0.412,0.645,0.871
196,ECE,0.42299295432485845,0.6139557174632907,balanced,4,2.794,18,54.0,0.695,0.636,0.432,0.412,0.816,0.217,0.471,0.489,0.448,0.765
197,CSE,0.5528971304122063,0.7479659321764949,gpa_protective,3,2.771,17,49.0,0.687,0.537,0.779,0.416,0.526,0.643,0.361,0.45,0.776,0.508
198,CSE,0.48107499389728964,0.6812128905591781,balanced,7,2.225,35,95.0,0.601,0.234,0.749,0.308,0.531,0.326,0.763,0.407,0.502,0.344
199,CCE,0.6720127938544189,0.34747580980699533,balanced,4,2.91,25,69.0,0.98,0.624,0.624,0.628,0.578,0.599,0.694,0.445,0.9,0.748
200,CCE,0.7535267175237405,0.29319270338229936,balanced,6,3.471,17,49.0,0.751,0.785,0.98,0.98,0.98,0.849,0.731,0.664,0.614,0.828
201,CSE,0.5894368645003742,0.47626242069437863,gpa_protective,3,2.51,19,51.0,0.514,0.446,0.685,0.423,0.531,0.763,0.98,0.478,0.79,0.399
202,ECE,0.5213164922787215,0.46827539535476015,balanced,4,2.655,20,58.0,0.648,0.585,0.472,0.504,0.728,0.416,0.413,0.649,0.295,0.754
203,CSE,0.738379761047147,0.8151982778880232,major_progress,4,3.692,24,66.0,0.827,0.95,0.692,0.636,0.737,0.861,0.584,0.603,0.72,0.889
204,CCE,0.7318555709016326,0.28052373269368325,balanced,5,3.388,26,72.0,0.703,0.553,0.692,0.918,0.467,0.703,0.848,0.98,0.773,0.809
205,CCE,0.6989103785266392,0.5194027972646713,balanced,4,3.107,21,59.0,0.651,0.69,0.556,0.332,0.737,0.551,0.934,0.543,0.677,0.738
206,CCE,0.7887751050773196,0.38314946473008243,major_progress,6,3.552,29,79.0,0.959,0.98,0.934,0.734,0.98,0.836,0.695,0.561,0.628,0.858
207,CSE,0.5170622078328225,0.6733587723145799,balanced,2,2.769,11,29.0,0.303,0.416,0.953,0.672,0.631,0.662,0.363,0.481,0.392,0.826
208,CSE,0.40465342345268357,0.3722216753021111,balanced,5,2.29,25,71.0,0.677,0.312,0.452,0.827,0.412,0.237,0.439,0.244,0.584,0.473
209,CCE,0.6742780940599793,0.3822329578463653,balanced,5,2.669,24,68.0,0.788,0.583,0.539,0.372,0.818,0.806,0.617,0.891,0.593,0.834
210,CSE,0.7243079597256825,0.7005177221140892,gpa_protective,3,3.449,15,41.0,0.698,0.698,0.901,0.735,0.704,0.978,0.915,0.97,0.705,0.843
211,ECE,0.8240575586829106,0.23053286649315724,balanced,7,3.673,29,81.0,0.98,0.98,0.98,0.758,0.98,0.873,0.598,0.98,0.744,0.702
212,ECE,0.6086543564887071,0.5322314684391634,balanced,6,2.921,31,85.0,0.457,0.766,0.506,0.763,0.487,0.771,0.832,0.638,0.605,0.606
213,CCE,0.43150716967312813,0.617740750583294,balanced,7,2.514,23,63.0,0.326,0.208,0.406,0.442,0.682,0.515,0.382,0.671,0.451,0.587
214,CSE,0.5999775092654601,0.38461908531791683,balanced,4,2.955,22,62.0,0.924,0.718,0.366,0.656,0.364,0.779,0.78,0.574,0.565,0.604
215,CCE,0.5948163808937289,0.5609590776073538,major_progress,6,2.805,22,62.0,0.784,0.562,0.591,0.681,0.279,0.79,0.685,0.643,0.314,0.756
216,CCE,0.3030603999670046,0.7776482267225652,gpa_protective,2,1.639,13,33.0,0.369,0.05,0.398,0.235,0.284,0.075,0.547,0.399,0.492,0.073
217,ECE,0.4567458191983108,0.6300754572679442,balanced,8,2.509,27,75.0,0.571,0.454,0.263,0.578,0.267,0.892,0.531,0.487,0.514,0.685
218,CSE,0.715393768274705,0.17072836897681712,balanced,5,3.261,25,69.0,0.659,0.528,0.878,0.856,0.533,0.772,0.726,0.489,0.591,0.651
219,CCE,0.7978720801559711,0.6163982683597762,balanced,7,3.749,33,95.0,0.669,0.98,0.941,0.98,0.829,0.98,0.781,0.98,0.666,0.834
220,CSE,0.24731771599415675,0.9430866372003905,major_progress,6,2.004,24,68.0,0.44,0.05,0.435,0.158,0.599,0.334,0.563,0.334,0.323,0.207
221,CCE,0.6719650048939207,0.2304517626211083,major_progress,4,3.016,21,57.0,0.542,0.935,0.833,0.682,0.547,0.915,0.599,0.631,0.851,0.7
222,ECE,0.81060070089159,0.4805716734174903,major_progress,2,3.261,10,28.0,0.906,0.648,0.888,0.653,0.98,0.711,0.964,0.903,0.825,0.703
223,CSE,0.8527744222181084,0.6626404203143974,balanced,2,4.0,8,24.0,0.98,0.82,0.816,0.804,0.781,0.646,0.98,0.806,0.914,0.71
224,ECE,0.8932710506713812,0.5245934767678948,gpa_protective,2,3.171,10,28.0,0.98,0.963,0.888,0.947,0.542,0.866,0.889,0.98,0.877,0.98
225,CCE,0.6499961107381181,0.48299639339612865,balanced,8,3.067,29,81.0,0.6,0.581,0.472,0.406,0.657,0.457,0.687,0.98,0.585,0.761
226,CCE,0.7874596515856,0.3639831412568229,balanced,8,3.34,28,82.0,0.98,0.771,0.89,0.98,0.947,0.854,0.779,0.937,0.785,0.631
227,ECE,0.6913386947596319,0.4280447006811079,balanced,3,3.178,17,45.0,0.569,0.686,0.624,0.452,0.736,0.855,0.848,0.55,0.64,0.716
228,CCE,0.5716427532628197,0.3502921458486884,gpa_protective,6,2.86,20,58.0,0.557,0.488,0.435,0.858,0.639,0.56,0.64,0.698,0.9,0.435
229,ECE,0.2798182112441299,0.6085127018093006,gpa_protective,6,1.931,27,75.0,0.11,0.05,0.274,0.292,0.239,0.283,0.228,0.289,0.078,0.215
230,CSE,0.7632468669078262,0.5357170055246651,balanced,6,3.29,20,58.0,0.539,0.903,0.564,0.777,0.782,0.692,0.856,0.98,0.716,0.659
231,ECE,0.629349575026641,0.37469644994838824,balanced,4,2.926,21,57.0,0.762,0.854,0.662,0.698,0.641,0.574,0.47,0.289,0.567,0.782
232,CSE,0.35023788540564843,0.7295906701841477,major_progress,2,1.458,10,26.0,0.069,0.601,0.47,0.268,0.05,0.457,0.084,0.416,0.436,0.378
233,ECE,0.5069704107219165,0.18648882939290864,balanced,7,2.478,26,74.0,0.944,0.342,0.497,0.494,0.416,0.307,0.416,0.545,0.64,0.208
234,CCE,0.4339804619481508,0.5625124990795995,major_progress,7,2.456,21,59.0,0.329,0.309,0.788,0.147,0.652,0.157,0.48,0.059,0.454,0.514
235,CCE,0.38307770119814843,0.46334881822146956,major_progress,7,2.259,29,83.0,0.265,0.456,0.367,0.571,0.6,0.665,0.062,0.372,0.436,0.415
236,CSE,0.7268475336910492,0.7049499057749354,balanced,3,3.117,16,46.0,0.444,0.688,0.604,0.98,0.845,0.739,0.98,0.741,0.847,0.629
237,CCE,0.7569776649813375,0.8206530507026294,balanced,6,3.446,28,76.0,0.923,0.81,0.887,0.679,0.717,0.736,0.711,0.549,0.974,0.784
238,CSE,0.4553401988797035,0.7564705905506394,gpa_protective,7,2.809,31,89.0,0.486,0.291,0.283,0.4,0.701,0.556,0.434,0.572,0.45,0.277
239,ECE,0.8645525950145213,0.3582465851080557,balanced,7,3.659,20,56.0,0.98,0.895,0.536,0.98,0.652,0.98,0.917,0.962,0.896,0.897
240,CCE,0.6199276299790688,0.5118787625427647,gpa_protective,7,3.018,32,92.0,0.535,0.659,0.604,0.518,0.892,0.84,0.676,0.714,0.721,0.657
241,CCE,0.5318118100065526,0.6077729990382392,major_progress,7,2.453,33,95.0,0.33,0.76,0.512,0.401,0.98,0.539,0.368,0.397,0.489,0.585
242,CCE,0.5717107415042753,0.833136558598039,gpa_protective,7,3.356,22,64.0,0.98,0.352,0.533,0.52,0.523,0.659,0.781,0.556,0.568,0.674
243,ECE,0.6144616198299765,0.34492932615141025,gpa_protective,5,2.859,25,69.0,0.557,0.876,0.334,0.795,0.506,0.159,0.601,0.521,0.55,0.855
244,ECE,0.721187138882189,0.48591475124103706,balanced,8,3.226,24,66.0,0.823,0.845,0.689,0.84,0.499,0.484,0.693,0.587,0.601,0.86
245,CSE,0.6064045181830549,0.6749337182502676,balanced,3,2.563,17,49.0,0.764,0.526,0.437,0.537,0.885,0.972,0.587,0.396,0.649,0.51
246,CSE,0.7322239568477028,0.7064808402216366,balanced,5,3.104,25,71.0,0.806,0.952,0.55,0.713,0.909,0.551,0.544,0.489,0.42,0.98
247,CCE,0.4910104828349745,0.4860270414754325,gpa_protective,7,2.737,28,82.0,0.902,0.426,0.452,0.528,0.688,0.716,0.179,0.387,0.12,0.304
248,CCE,0.7531527063473447,0.5771783437716684,major_progress,4,3.668,18,50.0,0.701,0.712,0.958,0.581,0.678,0.784,0.704,0.683,0.316,0.754
249,CSE,0.6330901565495801,0.696952381554319,gpa_protective,8,2.892,37,109.0,0.238,0.781,0.821,0.717,0.35,0.68,0.529,0.558,0.585,0.562
250,CSE,0.5509725827104364,0.30583671994261363,major_progress,8,2.799,27,75.0,0.61,0.637,0.8,0.857,0.668,0.473,0.419,0.651,0.442,0.598
251,CCE,0.7879271854932319,0.42264287042984655,gpa_protective,7,3.628,26,74.0,0.755,0.71,0.772,0.98,0.429,0.686,0.727,0.715,0.902,0.817
252,CSE,0.722710747545088,0.224355343967358,gpa_protective,2,3.067,9,27.0,0.85,0.455,0.63,0.614,0.433,0.686,0.88,0.82,0.98,0.855
253,ECE,0.48264360870292594,0.2716758003496518,major_progress,6,2.581,26,72.0,0.05,0.36,0.278,0.287,0.764,0.559,0.302,0.397,0.388,0.479
254,CCE,0.8884708869604134,0.6643953289654841,gpa_protective,8,3.847,39,109.0,0.98,0.694,0.952,0.8,0.98,0.98,0.98,0.98,0.918,0.98
255,CSE,0.5301859012996619,0.6526722727219344,balanced,8,2.732,33,91.0,0.355,0.738,0.532,0.349,0.268,0.591,0.461,0.511,0.233,0.608
256,CCE,0.6624184100490832,0.5644566493934704,major_progress,7,3.041,33,93.0,0.416,0.429,0.98,0.487,0.601,0.865,0.675,0.832,0.788,0.88
257,ECE,0.7034445477420298,0.5123417329885976,major_progress,8,3.422,29,83.0,0.542,0.764,0.68,0.48,0.925,0.69,0.784,0.965,0.625,0.828
258,CCE,0.5492473357884908,0.6913001969450432,balanced,2,2.744,9,25.0,0.376,0.489,0.765,0.565,0.552,0.98,0.71,0.382,0.578,0.534
259,CSE,0.5811235265295461,0.6381337270427395,balanced,2,2.653,12,32.0,0.549,0.731,0.305,0.685,0.634,0.572,0.453,0.592,0.189,0.653
260,CSE,0.780121301848799,0.2242224814150887,balanced,6,3.526,30,84.0,0.801,0.859,0.801,0.855,0.78,0.98,0.98,0.98,0.666,0.648
261,CSE,0.39768342148208113,0.5595303962484849,gpa_protective,7,2.236,36,100.0,0.05,0.34,0.36,0.393,0.45,0.761,0.234,0.302,0.402,0.302
262,CCE,0.5896942520016752,0.5372214161985315,balanced,5,2.393,26,72.0,0.494,0.478,0.645,0.245,0.922,0.249,0.41,0.122,0.352,0.688
263,CSE,0.7861836808579382,0.6893877343106255,balanced,6,3.364,19,53.0,0.756,0.564,0.98,0.98,0.703,0.851,0.781,0.804,0.793,0.675
264,CCE,0.5218021703000062,0.6846248046251026,gpa_protective,7,3.036,28,84.0,0.427,0.716,0.871,0.834,0.485,0.303,0.306,0.05,0.264,0.724
265,ECE,0.712962492631323,0.4182178718981194,gpa_protective,8,3.337,36,104.0,0.456,0.712,0.677,0.436,0.718,0.897,0.823,0.98,0.656,0.895
266,CCE,0.40259424001899974,0.5844863224348098,gpa_protective,2,2.372,12,32.0,0.678,0.334,0.05,0.603,0.455,0.502,0.512,0.144,0.429,0.724
267,CCE,0.5415823429968194,0.9023027538636494,balanced,4,2.8,22,62.0,0.51,0.666,0.585,0.702,0.662,0.341,0.754,0.594,0.418,0.574
268,ECE,0.17203734922717295,0.5644693641587137,gpa_protective,5,1.737,24,70.0,0.218,0.127,0.05,0.191,0.162,0.155,0.346,0.263,0.466,0.05
269,ECE,0.5740002555376797,0.6364678607118862,balanced,3,2.77,16,44.0,0.434,0.921,0.752,0.671,0.571,0.776,0.566,0.628,0.426,0.467
270,CSE,0.860419354055184,0.25466345818439756,balanced,7,3.317,34,94.0,0.929,0.821,0.96,0.827,0.544,0.886,0.724,0.904,0.669,0.472
271,ECE,0.5727451036478982,0.6823191013946043,balanced,5,2.701,26,74.0,0.98,0.598,0.42,0.438,0.534,0.547,0.476,0.541,0.696,0.56
272,CCE,0.7775539043101494,0.7171591555589372,major_progress,7,3.537,33,91.0,0.496,0.916,0.726,0.883,0.768,0.879,0.739,0.662,0.98,0.98
273,CCE,0.4272284139275221,0.7371931228969174,major_progress,5,2.403,22,62.0,0.654,0.389,0.406,0.607,0.249,0.18,0.405,0.492,0.644,0.426
274,CSE,0.9537550567444213,0.4374183043317549,major_progress,5,3.897,24,68.0,0.822,0.98,0.957,0.98,0.865,0.77,0.847,0.841,0.708,0.98
275,CCE,0.7237411214856359,0.3124114767990484,balanced,3,3.425,16,40.0,0.624,0.546,0.973,0.776,0.818,0.442,0.779,0.98,0.708,0.98
276,CSE,0.5374245482173569,0.33722901251681364,major_progress,8,2.694,30,86.0,0.51,0.616,0.806,0.11,0.601,0.663,0.553,0.533,0.423,0.53
277,CCE,0.6911090489932766,0.5219189105517085,balanced,6,3.272,31,89.0,0.83,0.771,0.432,0.939,0.827,0.762,0.664,0.771,0.748,0.795
278,CCE,0.6216321973113004,0.7645720897222184,balanced,3,3.183,17,47.0,0.31,0.588,0.468,0.776,0.98,0.581,0.752,0.37,0.63,0.687
279,CSE,0.6575623912770229,0.8125217060647398,major_progress,8,3.284,20,58.0,0.838,0.843,0.875,0.721,0.67,0.957,0.827,0.66,0.688,0.619
280,CSE,0.8189538134305834,0.06728564980439188,major_progress,6,3.558,25,71.0,0.736,0.834,0.665,0.893,0.785,0.98,0.97,0.855,0.98,0.77
281,ECE,0.6750898008440281,0.8745676575432901,balanced,7,2.903,35,101.0,0.98,0.677,0.55,0.601,0.424,0.773,0.614,0.822,0.677,0.451
282,ECE,0.6966565604824139,0.7299316600079228,major_progress,3,3.1,16,44.0,0.51,0.826,0.975,0.98,0.221,0.729,0.818,0.633,0.564,0.523
283,CCE,0.8402689889762658,0.6039417798296696,balanced,2,3.235,12,34.0,0.98,0.98,0.644,0.693,0.589,0.755,0.966,0.98,0.637,0.98
284,ECE,0.5047265367561926,0.5299992599913452,gpa_protective,5,2.724,26,74.0,0.436,0.299,0.271,0.431,0.853,0.547,0.529,0.439,0.136,0.703
285,CSE,0.4901486809635987,0.379313316027958,balanced,4,2.829,23,65.0,0.442,0.389,0.602,0.77,0.347,0.617,0.521,0.334,0.276,0.735
286,CCE,0.7137627382357233,0.5885205767241729,gpa_protective,5,3.448,21,61.0,0.844,0.594,0.694,0.526,0.881,0.98,0.585,0.98,0.642,0.738
287,CCE,0.7054093904730641,0.645737211302704,gpa_protective,6,3.385,26,74.0,0.842,0.874,0.626,0.663,0.867,0.717,0.9,0.575,0.705,0.681
288,ECE,0.18013840419191118,0.4406800363840928,gpa_protective,7,1.627,36,100.0,0.708,0.217,0.498,0.086,0.391,0.05,0.052,0.456,0.206,0.111
289,CCE,0.4480084760555985,0.37336842453880015,balanced,6,2.456,25,75.0,0.487,0.586,0.102,0.328,0.454,0.747,0.171,0.98,0.261,0.126
290,ECE,0.4070136805217113,0.14522364355890852,balanced,4,2.296,20,52.0,0.662,0.147,0.448,0.301,0.231,0.478,0.56,0.661,0.523,0.637
291,CSE,0.7471367227826385,0.8035582592525009,balanced,4,3.447,21,59.0,0.98,0.709,0.749,0.93,0.884,0.752,0.548,0.839,0.718,0.68
292,ECE,0.5732598338070212,0.7202911076786318,balanced,3,2.857,16,46.0,0.769,0.713,0.554,0.61,0.814,0.685,0.768,0.785,0.546,0.606
293,ECE,0.9368765851285984,0.8799442393066209,gpa_protective,5,3.911,27,75.0,0.98,0.907,0.98,0.98,0.98,0.848,0.98,0.98,0.98,0.909
294,CCE,0.6947518869124107,0.5051254297399278,major_progress,8,3.086,20,58.0,0.623,0.744,0.956,0.652,0.589,0.718,0.98,0.98,0.81,0.403
295,CSE,0.5808887828261697,0.49969593428830794,balanced,6,2.819,30,84.0,0.668,0.698,0.459,0.606,0.641,0.906,0.397,0.465,0.376,0.598
296,CSE,0.2553468419445207,0.6418696344926146,gpa_protective,4,1.778,21,59.0,0.115,0.165,0.521,0.05,0.132,0.188,0.191,0.092,0.141,0.187
297,CCE,0.8062397821842674,0.6650386460364215,gpa_protective,4,3.702,21,59.0,0.98,0.839,0.634,0.621,0.98,0.75,0.673,0.976,0.922,0.929
298,CCE,0.46343286696196845,0.94284849415042,balanced,6,2.875,28,84.0,0.085,0.256,0.263,0.874,0.647,0.535,0.841,0.384,0.586,0.313
299,ECE,0.4024899435653611,0.5057701285939541,balanced,8,2.086,38,110.0,0.624,0.138,0.343,0.142,0.3,0.295,0.699,0.347,0.443,0.346
300,CCE,0.7247582710976185,0.8043415084469804,balanced,5,2.883,16,46.0,0.666,0.833,0.758,0.528,0.777,0.913,0.762,0.98,0.693,0.321
301,CSE,0.6772456732417501,0.6078350990244639,balanced,6,3.332,29,79.0,0.782,0.878,0.582,0.853,0.354,0.773,0.501,0.672,0.659,0.73
302,CCE,0.66053367931701,0.5386685984181117,gpa_protective,5,3.168,27,73.0,0.697,0.709,0.303,0.25,0.653,0.525,0.691,0.936,0.768,0.846
303,CCE,0.21966441024613106,0.3273684119629896,balanced,7,1.628,26,74.0,0.05,0.312,0.109,0.097,0.245,0.518,0.157,0.142,0.108,0.191
304,CCE,0.26100236819404365,0.22527311653583426,balanced,2,1.944,9,27.0,0.305,0.05,0.194,0.084,0.893,0.235,0.258,0.594,0.331,0.253
305,CCE,0.4619359755732197,0.5543283734572741,balanced,2,2.536,11,33.0,0.736,0.343,0.611,0.561,0.448,0.327,0.433,0.58,0.504,0.551
306,CCE,0.5876563682267412,0.7422446722404865,gpa_protective,3,2.662,17,47.0,0.544,0.648,0.927,0.826,0.552,0.902,0.272,0.509,0.466,0.32
307,CCE,0.816661779156225,0.26798147084699764,gpa_protective,2,3.429,10,28.0,0.714,0.52,0.98,0.949,0.847,0.772,0.924,0.907,0.769,0.443
308,ECE,0.545342011935719,0.721431794085404,balanced,5,2.8,25,69.0,0.516,0.254,0.659,0.47,0.547,0.32,0.729,0.671,0.384,0.77
309,ECE,0.270210695044848,0.4444376026797232,major_progress,8,1.849,35,103.0,0.527,0.263,0.467,0.326,0.47,0.306,0.195,0.28,0.32,0.278
310,CSE,0.6793750059816371,0.48182268707643006,balanced,7,2.81,37,103.0,0.776,0.554,0.861,0.331,0.649,0.607,0.756,0.755,0.745,0.459
311,CSE,0.9014915696451987,0.3985536959293284,major_progress,6,3.836,16,44.0,0.98,0.98,0.974,0.98,0.98,0.98,0.98,0.98,0.805,0.894
312,ECE,0.5678386110981959,0.42209529681820274,major_progress,6,2.449,23,65.0,0.74,0.394,0.882,0.512,0.615,0.655,0.195,0.501,0.403,0.601
313,CCE,0.6037230712596731,0.5520503863174462,balanced,6,3.127,27,77.0,0.892,0.722,0.781,0.814,0.827,0.544,0.832,0.613,0.779,0.369
314,CCE,0.480115461134823,0.8244323484489389,gpa_protective,5,2.479,28,82.0,0.206,0.596,0.191,0.333,0.712,0.619,0.627,0.806,0.59,0.644
315,CCE,0.6244643077828936,0.7125474124363735,major_progress,2,2.876,12,34.0,0.425,0.637,0.736,0.802,0.486,0.752,0.629,0.874,0.691,0.913
316,CCE,0.57178272105766,0.40338240798338615,gpa_protective,2,2.455,11,33.0,0.488,0.581,0.918,0.817,0.453,0.442,0.349,0.753,0.754,0.495
317,CSE,0.7656668714197558,0.5000361733395129,balanced,4,3.541,21,61.0,0.557,0.619,0.807,0.743,0.606,0.667,0.577,0.768,0.536,0.978
318,CCE,0.5182973520315781,0.32241759274485693,balanced,2,2.334,11,29.0,0.862,0.536,0.603,0.232,0.269,0.713,0.548,0.271,0.351,0.63
319,CCE,0.6712685375836752,0.45428434456951194,balanced,3,3.255,11,31.0,0.543,0.497,0.671,0.733,0.668,0.947,0.517,0.387,0.882,0.628
320,ECE,0.8110269569139773,0.7360420846912132,balanced,3,3.365,15,43.0,0.98,0.98,0.98,0.689,0.833,0.686,0.4,0.98,0.672,0.824
321,CCE,0.8490314049306065,0.38983085597418027,balanced,4,3.665,10,26.0,0.437,0.938,0.599,0.857,0.98,0.721,0.98,0.98,0.852,0.98
322,ECE,0.44223122448769786,0.3620708450607376,balanced,4,2.485,21,59.0,0.351,0.297,0.525,0.547,0.647,0.236,0.224,0.615,0.376,0.382
323,CCE,0.4990272953197757,0.5546870306278984,gpa_protective,8,3.192,19,53.0,0.762,0.666,0.837,0.459,0.526,0.308,0.542,0.21,0.49,0.725
324,CSE,0.5318429250336038,0.7371594372542903,gpa_protective,8,2.552,34,96.0,0.333,0.583,0.443,0.827,0.349,0.777,0.514,0.696,0.715,0.063
325,ECE,0.6436565725126087,0.7437350852953556,gpa_protective,5,3.2,23,69.0,0.525,0.662,0.846,0.48,0.802,0.947,0.817,0.812,0.358,0.753
326,ECE,0.8329920580061567,0.6003893650776151,balanced,3,3.373,15,41.0,0.941,0.439,0.551,0.878,0.876,0.69,0.964,0.885,0.98,0.969
327,CSE,0.7754057708785724,0.535157242203247,balanced,2,3.431,11,29.0,0.813,0.259,0.479,0.98,0.965,0.812,0.749,0.806,0.424,0.719
328,ECE,0.5900092711883482,0.8004474085043412,balanced,5,3.008,23,63.0,0.593,0.752,0.59,0.722,0.763,0.958,0.461,0.611,0.895,0.501
329,CSE,0.3463853217776529,0.4896173556983907,balanced,3,1.795,15,43.0,0.35,0.408,0.312,0.294,0.31,0.634,0.409,0.361,0.238,0.116
330,ECE,0.4413185232760282,0.6207130889449869,balanced,5,1.972,28,78.0,0.154,0.476,0.564,0.46,0.392,0.619,0.151,0.31,0.391,0.379
331,CSE,0.8725054279557972,0.6999768548171142,major_progress,2,3.343,10,28.0,0.98,0.875,0.98,0.654,0.513,0.868,0.957,0.592,0.827,0.909
332,ECE,0.5673640629910188,0.5907165036926618,gpa_protective,6,2.682,23,61.0,0.98,0.478,0.472,0.62,0.55,0.572,0.249,0.653,0.674,0.367
333,ECE,0.9113051568240931,0.7041042475640413,gpa_protective,4,3.785,22,60.0,0.954,0.792,0.98,0.98,0.947,0.98,0.699,0.689,0.844,0.833
334,ECE,0.8525503769771657,0.6039097559335179,balanced,7,4.0,23,67.0,0.98,0.98,0.98,0.974,0.798,0.98,0.877,0.98,0.931,0.925
335,ECE,0.23825688070886394,0.5204304058465369,major_progress,5,1.745,23,65.0,0.462,0.133,0.21,0.122,0.05,0.487,0.492,0.05,0.141,0.196
336,CCE,0.37945152523457704,0.29069496068865297,gpa_protective,2,1.734,11,29.0,0.532,0.396,0.279,0.224,0.578,0.05,0.05,0.434,0.463,0.335
337,ECE,0.8185545851822845,0.45988755923656255,balanced,6,3.597,27,73.0,0.815,0.98,0.689,0.98,0.98,0.767,0.98,0.72,0.88,0.761
338,CSE,0.5753454285215561,0.6250626659738475,balanced,6,2.943,33,91.0,0.385,0.624,0.447,0.901,0.789,0.666,0.49,0.809,0.642,0.542
339,CSE,0.8155532674141613,0.3804612577951062,balanced,6,3.569,14,36.0,0.98,0.956,0.946,0.98,0.771,0.755,0.658,0.737,0.832,0.815
340,CCE,0.5706931107366304,0.3506791011580225,balanced,5,2.893,24,68.0,0.453,0.412,0.858,0.626,0.98,0.577,0.63,0.806,0.408,0.453
