student_id,course_code,grade,grade_points
363,ECE305,C,2.0
363,STAT303,D,1.0
363,PSYC401,C-,1.7
363,PHYS103,D,1.0
363,STAT201,C+,2.3
363,BIO401,D,1.0
363,MUS104,B-,2.7
363,MATH402,F,0.0
363,PHYS204,D,1.0
363,CHEM301,C-,1.7
363,ECE202,C,2.0
363,CS402,D+,1.3
363,MUS303,C-,1.7
363,CS201,D,1.0
363,MUS102,D,1.0
363,ART301,F,0.0
363,HIST101,B-,2.7
363,SOC301,F,0.0
363,PSYC301,D+,1.3
363,PHIL401,F,0.0
363,BIO202,D,1.0
363,MATH305,F,0.0
363,ENGR202,C+,2.3
363,PHYS301,D,1.0
363,PSYC202,C,2.0
363,MUS103,B-,2.7
363,ECON303,D,1.0
363,CS404,F,0.0
364,HIST102,B,3.0
364,BIO102,B,3.0
364,MUS205,B-,2.7
364,MED203,B,3.0
364,PHIL101,A-,3.7
364,STAT203,B,3.0
364,LAW101,A-,3.7
364,MUS103,B,3.0
364,STAT102,B-,2.7
364,HIST401,B-,2.7
364,LAW302,B+,3.3
364,MED301,D,1.0
364,LAW202,C+,2.3
364,PHYS204,C+,2.3
364,MED201,B-,2.7
364,PHYS201,C-,1.7
364,MED401,B-,2.7
364,LAW403,C+,2.3
364,PHYS303,C-,1.7
364,POL401,B,3.0
364,CS306,B,3.0
364,LAW301,C+,2.3
364,LAW203,B-,2.7
364,POL103,C+,2.3
364,MATH101,C,2.0
364,ECE303,B+,3.3
364,PHYS302,C,2.0
364,ENGR202,C+,2.3
364,CHEM201,C,2.0
365,MATH101,C,2.0
365,ECE205,C+,2.3
365,ECON302,B-,2.7
365,MUS101,C,2.0
365,ECE303,C,2.0
365,ENGR203,A-,3.7
365,PHYS102,B-,2.7
365,ECON301,B-,2.7
365,HIST201,C+,2.3
365,STAT401,C+,2.3
365,POL102,C+,2.3
365,MED402,C,2.0
365,PSYC201,C+,2.3
365,POL302,A-,3.7
365,ENGL201,B,3.0
365,CS202,C+,2.3
366,ENGR103,C,2.0
366,SOC301,D+,1.3
366,PHYS202,D,1.0
366,PHYS104,C-,1.7
366,BUS201,C,2.0
366,ECON401,D,1.0
366,BIO202,D,1.0
366,CS205,D+,1.3
366,MUS202,C-,1.7
366,MED102,C-,1.7
366,ART101,C,2.0
366,MATH302,F,0.0
366,ECE202,C-,1.7
366,PHYS102,C-,1.7
366,ENGL101,D+,1.3
366,ART203,C-,1.7
366,MUS101,D,1.0
366,PSYC201,C,2.0
366,ART304,D+,1.3
366,SOC201,D+,1.3
366,ENGL100,C-,1.7
366,CS402,D,1.0
366,BUS203,C-,1.7
366,MATH106,C-,1.7
366,STAT101,C+,2.3
366,PHIL202,C,2.0
366,BIO401,D,1.0
366,ECE102,C+,2.3
366,ECE303,D,1.0
366,ENGR302,D,1.0
366,SOC202,C-,1.7
366,PHYS303,D,1.0
366,PHYS305,F,0.0
366,POL304,D,1.0
367,BUS202,D,1.0
367,ECON302,D,1.0
367,MATH403,F,0.0
367,PHYS201,C-,1.7
367,MUS205,C-,1.7
367,LAW302,D,1.0
367,STAT303,F,0.0
367,CHEM103,C-,1.7
367,PHYS402,F,0.0
367,LAW102,D,1.0
367,ENGL202,D,1.0
367,ECE101,D,1.0
367,MUS203,C,2.0
367,MATH303,F,0.0
367,ECE302,F,0.0
367,LAW204,C+,2.3
367,STAT201,D,1.0
367,ECON102,F,0.0
367,PHYS102,D+,1.3
367,MUS402,D,1.0
368,ENGL302,C,2.0
368,BIO302,D,1.0
368,ECON203,C+,2.3
368,CS401,F,0.0
368,MATH404,F,0.0
368,PHIL201,B-,2.7
368,SOC102,B,3.0
368,CHEM401,D+,1.3
368,MUS301,D+,1.3
368,HIST202,B-,2.7
368,MATH105,B,3.0
368,MATH102,C,2.0
368,ECE402,C,2.0
368,CHEM203,C+,2.3
368,STAT301,C+,2.3
368,MATH303,C,2.0
368,CS202,C,2.0
368,CS407,B-,2.7
368,MUS303,C,2.0
368,ENGL100,C,2.0
368,ART103,C+,2.3
368,ENGR202,C-,1.7
368,CHEM102,B-,2.7
368,CS207,C+,2.3
368,LAW401,C-,1.7
368,BIO203,C,2.0
368,PHIL101,B-,2.7
368,POL304,B-,2.7
368,MED202,B-,2.7
368,ENGL101,C-,1.7
368,SOC302,C+,2.3
368,PSYC401,B-,2.7
368,PHYS301,C,2.0
368,MED302,D,1.0
369,ENGR102,D,1.0
369,ECE204,D,1.0
369,ECE301,F,0.0
369,CHEM102,D,1.0
369,MATH204,C-,1.7
369,SOC204,C-,1.7
369,CS403,F,0.0
369,MUS301,D,1.0
369,MUS401,C-,1.7
369,MATH402,F,0.0
369,MATH105,D,1.0
369,ART104,F,0.0
369,LAW301,D,1.0
369,HIST401,F,0.0
369,PHIL101,D,1.0
369,PHYS403,D,1.0
369,CHEM301,D,1.0
369,ART302,D+,1.3
369,SOC203,D,1.0
369,ECON203,F,0.0
369,BUS202,B-,2.7
369,ENGL102,C,2.0
369,POL302,F,0.0
369,MUS402,C-,1.7
369,ART203,D,1.0
369,CS201,D+,1.3
369,PHYS104,D,1.0
369,PHYS202,D,1.0
369,SOC301,F,0.0
369,HIST102,D,1.0
369,CS301,F,0.0
369,ART103,C-,1.7
370,PHIL201,F,0.0
370,ECE205,F,0.0
370,MUS201,D,1.0
370,ENGL401,C-,1.7
370,ENGL201,F,0.0
370,LAW202,C+,2.3
370,ECE104,C-,1.7
370,HIST302,C-,1.7
370,PHYS205,D,1.0
370,MATH205,F,0.0
370,POL401,D,1.0
370,MUS205,C-,1.7
370,ART204,C,2.0
370,CS104,C,2.0
370,HIST101,C-,1.7
370,ENGR401,D,1.0
370,CS301,D,1.0
371,MED202,B,3.0
371,CHEM204,B,3.0
371,ENGR102,B,3.0
371,ENGR301,B-,2.7
371,CS206,B+,3.3
371,MUS202,B-,2.7
371,ART302,B-,2.7
371,BUS201,C+,2.3
371,SOC102,B,3.0
371,PSYC401,B,3.0
371,CS101,C+,2.3
371,HIST302,C+,2.3
371,SOC202,B,3.0
371,ENGL401,C+,2.3
371,ECE305,C+,2.3
371,MATH207,C-,1.7
371,BIO101,C,2.0
371,STAT201,B+,3.3
371,BIO203,B,3.0
371,CS201,C,2.0
371,LAW304,B+,3.3
371,ECON401,C-,1.7
371,STAT101,B-,2.7
371,BUS301,B-,2.7
371,ENGL201,C+,2.3
371,HIST202,C,2.0
371,CS402,C+,2.3
372,CS206,C-,1.7
372,BIO303,D,1.0
372,MATH204,D,1.0
372,LAW203,D+,1.3
372,STAT401,D,1.0
372,ECE303,F,0.0
372,POL402,C-,1.7
372,CS406,D,1.0
372,MATH206,F,0.0
372,LAW403,D,1.0
372,CHEM401,D,1.0
372,MATH306,F,0.0
372,MUS203,C+,2.3
372,MED402,D,1.0
372,SOC304,D+,1.3
372,ART301,D,1.0
372,CS202,C+,2.3
372,CS104,D,1.0
372,CS204,C-,1.7
372,BIO401,D,1.0
372,SOC303,D+,1.3
372,ART304,C-,1.7
372,POL102,C-,1.7
373,BIO203,F,0.0
373,HIST301,D,1.0
373,MATH207,C-,1.7
373,ECON401,F,0.0
373,CS207,F,0.0
373,SOC203,F,0.0
373,ECE305,D,1.0
373,MATH306,F,0.0
373,BUS203,D,1.0
373,ECE402,D,1.0
373,ART205,D,1.0
373,MUS201,D,1.0
373,BIO204,F,0.0
373,BIO301,F,0.0
373,ART303,F,0.0
374,BUS301,C-,1.7
374,MED301,C-,1.7
374,ECE401,C-,1.7
374,ENGR103,D,1.0
374,PSYC301,D,1.0
374,ECON201,C,2.0
374,ECE403,D+,1.3
374,ECON401,C+,2.3
374,POL101,D,1.0
374,PHYS305,C-,1.7
374,MATH101,C-,1.7
374,ART101,B+,3.3
374,CS402,D,1.0
374,MATH104,F,0.0
374,BIO101,D,1.0
374,BIO204,D+,1.3
374,HIST201,B,3.0
374,ECE301,C,2.0
375,BUS201,B+,3.3
375,ENGR302,B-,2.7
375,ENGL102,A,4.0
375,ART103,C,2.0
375,CS307,A-,3.7
375,CS303,C-,1.7
375,LAW303,A,4.0
375,HIST101,A-,3.7
375,CHEM303,C+,2.3
375,ART203,B,3.0
375,CS401,B,3.0
375,MATH401,C+,2.3
375,MATH306,A-,3.7
375,PHIL301,A-,3.7
375,ART204,A-,3.7
375,BUS203,B-,2.7
375,CHEM102,C+,2.3
375,PHIL401,B,3.0
375,ENGL301,A-,3.7
375,ECE302,B+,3.3
375,SOC201,A-,3.7
375,STAT101,B+,3.3
375,CS306,A-,3.7
375,SOC302,B+,3.3
375,PSYC101,A-,3.7
376,PHYS201,C-,1.7
376,PHYS303,C,2.0
376,CHEM202,A-,3.7
376,CS203,B,3.0
376,ENGR201,C+,2.3
376,POL302,A-,3.7
376,LAW201,C,2.0
376,MATH201,B-,2.7
376,MUS303,B+,3.3
376,LAW203,B-,2.7
376,CHEM401,C,2.0
376,ECON201,B+,3.3
376,MED203,A-,3.7
376,BUS102,B+,3.3
376,ENGL101,A-,3.7
376,ART203,B+,3.3
376,BUS401,B,3.0
376,PHIL401,B,3.0
376,PHYS401,B-,2.7
376,PHIL201,B+,3.3
376,LAW204,B+,3.3
376,CS201,B+,3.3
376,LAW102,B+,3.3
376,ENGR203,B+,3.3
376,HIST202,B,3.0
376,MATH304,B+,3.3
376,ART204,B-,2.7
376,ECE104,C,2.0
377,SOC201,B+,3.3
377,ECE102,D,1.0
377,PHIL401,D+,1.3
377,ECE402,D,1.0
377,ENGL201,D,1.0
377,LAW302,D,1.0
377,CS206,C-,1.7
377,CS301,C-,1.7
377,PHYS103,C-,1.7
377,LAW304,F,0.0
377,MED301,C-,1.7
377,POL201,C+,2.3
377,ECE203,C,2.0
377,ART203,D+,1.3
377,ENGR103,C,2.0
377,MATH201,C-,1.7
377,PSYC301,D,1.0
377,ART102,C+,2.3
377,HIST201,C+,2.3
377,BIO204,C-,1.7
377,CS405,C-,1.7
377,CS201,D+,1.3
377,LAW101,C,2.0
377,ENGR203,C-,1.7
377,ECE201,D+,1.3
377,LAW303,C+,2.3
377,MUS201,D,1.0
377,PSYC102,D+,1.3
377,MATH106,D,1.0
377,PHYS304,D,1.0
377,LAW102,C+,2.3
377,PSYC201,C+,2.3
377,ECE302,C,2.0
377,CHEM201,C-,1.7
378,ECON102,D+,1.3
378,ECE104,F,0.0
378,MED202,C-,1.7
378,MATH307,D,1.0
378,CHEM401,D,1.0
378,POL301,D,1.0
378,PHIL302,C,2.0
378,BIO204,F,0.0
378,SOC301,C+,2.3
378,HIST102,F,0.0
378,POL401,D,1.0
378,HIST101,C+,2.3
378,LAW101,D+,1.3
378,SOC303,C-,1.7
378,ENGR102,D+,1.3
378,CHEM204,D+,1.3
378,PHYS305,D,1.0
378,MED103,D,1.0
378,ECE204,F,0.0
378,PHYS401,D,1.0
378,STAT301,D+,1.3
378,CHEM203,D,1.0
378,SOC402,D+,1.3
378,CS105,C-,1.7
378,MATH103,C-,1.7
378,ART304,D+,1.3
378,PSYC101,D,1.0
378,STAT201,F,0.0
378,ART201,C,2.0
378,ECE103,D,1.0
378,ECON203,C,2.0
378,CHEM201,C-,1.7
378,PHYS205,D,1.0
379,MATH204,C,2.0
379,HIST301,B-,2.7
379,LAW103,C-,1.7
379,POL201,D,1.0
379,MUS401,C-,1.7
379,ART202,B-,2.7
379,POL103,C+,2.3
379,MED302,C-,1.7
379,ART303,C+,2.3
379,LAW301,C+,2.3
379,ECON303,C,2.0
379,PHIL201,C-,1.7
379,LAW401,D,1.0
379,MATH307,D,1.0
379,SOC203,B,3.0
379,PHYS302,C,2.0
379,MED101,C+,2.3
379,ECON301,C-,1.7
379,ART402,D,1.0
379,MATH306,D,1.0
379,STAT303,C,2.0
379,POL402,C,2.0
379,MED102,C+,2.3
379,SOC304,C+,2.3
379,CHEM102,C+,2.3
380,ENGL401,D,1.0
380,POL202,C-,1.7
380,ART201,C+,2.3
380,SOC202,B-,2.7
380,MED402,C-,1.7
380,BIO101,C+,2.3
380,HIST101,C+,2.3
380,BUS201,C-,1.7
380,ART202,C+,2.3
380,BUS401,C-,1.7
380,CS203,C-,1.7
380,ECE401,D+,1.3
380,BIO102,C,2.0
380,PHYS201,D,1.0
380,PHYS304,C,2.0
380,MUS103,C-,1.7
380,MATH104,D,1.0
380,PHIL401,F,0.0
380,BIO401,D+,1.3
380,PHIL301,F,0.0
380,BIO203,C,2.0
380,ECE402,D+,1.3
380,CS207,C+,2.3
380,MATH401,B,3.0
380,MUS205,B-,2.7
380,LAW303,C-,1.7
380,STAT303,D,1.0
380,BIO201,B-,2.7
380,SOC301,D+,1.3
380,MED102,C,2.0
380,ECON401,C,2.0
381,MATH204,D+,1.3
381,ART204,C,2.0
381,MUS302,C-,1.7
381,MATH104,D+,1.3
381,CS304,C,2.0
381,ENGR401,D,1.0
381,SOC203,C+,2.3
381,PSYC101,C,2.0
381,MUS304,F,0.0
381,MUS205,C+,2.3
381,STAT302,C,2.0
381,POL303,C+,2.3
381,PSYC401,C,2.0
381,PHYS101,D+,1.3
381,ECE102,D,1.0
381,BUS401,C-,1.7
381,SOC304,C-,1.7
381,LAW204,D,1.0
381,ENGL102,C-,1.7
381,ECE101,C-,1.7
381,ECE203,C+,2.3
381,PHYS205,C+,2.3
381,MATH201,C,2.0
381,LAW103,C,2.0
381,CS403,C-,1.7
381,MUS201,C-,1.7
381,MATH402,D,1.0
382,STAT301,C,2.0
382,MUS303,C-,1.7
382,BIO101,D+,1.3
382,ART202,D,1.0
382,CS206,F,0.0
382,PSYC401,C+,2.3
382,CS205,D,1.0
382,HIST401,D+,1.3
382,CHEM103,C+,2.3
382,ENGR401,D,1.0
382,POL303,D+,1.3
382,MATH402,C+,2.3
382,ART205,C-,1.7
382,ENGR103,C,2.0
382,ECON102,D,1.0
382,CHEM201,C-,1.7
382,ECE303,D+,1.3
382,BUS101,C-,1.7
382,ENGL301,D+,1.3
382,LAW401,C,2.0
382,ART201,C,2.0
382,PHIL201,C+,2.3
382,POL304,D,1.0
382,CS201,F,0.0
382,MED303,C+,2.3
382,STAT302,C+,2.3
382,BIO204,C-,1.7
382,PHIL102,C+,2.3
382,MATH206,C,2.0
383,CS204,F,0.0
383,LAW102,D+,1.3
383,PHYS302,C,2.0
383,MATH202,D+,1.3
383,LAW402,F,0.0
383,PHIL102,C+,2.3
383,LAW401,C,2.0
383,BUS202,D,1.0
383,MED402,D,1.0
383,CHEM302,C-,1.7
383,BUS101,B-,2.7
383,CHEM303,C+,2.3
383,SOC303,D,1.0
383,ART205,C,2.0
383,MUS102,F,0.0
383,ART202,D+,1.3
384,PHIL302,B-,2.7
384,LAW304,B-,2.7
384,MUS201,B-,2.7
384,MATH203,B-,2.7
384,PHYS103,C+,2.3
384,CHEM101,C+,2.3
384,PHYS102,C-,1.7
384,ENGL100,C,2.0
384,ECON401,B-,2.7
384,SOC202,B+,3.3
384,PSYC401,C+,2.3
384,SOC203,C,2.0
384,PHYS203,B-,2.7
384,ECE403,C-,1.7
384,PHYS403,C-,1.7
384,PHYS301,C,2.0
384,ENGR202,C+,2.3
384,SOC102,B-,2.7
384,PHYS201,C,2.0
384,PHYS204,C-,1.7
384,ART304,C,2.0
384,PHYS305,B-,2.7
384,CS406,B-,2.7
384,PHYS202,C+,2.3
384,PHIL202,C+,2.3
384,ENGR103,C,2.0
384,PHYS401,D+,1.3
384,MED102,B,3.0
384,MATH403,D,1.0
384,LAW102,C,2.0
384,ART301,C-,1.7
385,ART401,C-,1.7
385,PHYS305,D,1.0
385,ECE402,D+,1.3
385,MATH104,F,0.0
385,PSYC203,D,1.0
385,CS402,D,1.0
385,ART203,D,1.0
385,BUS201,D+,1.3
385,CS206,D,1.0
385,CS404,F,0.0
385,ENGR401,F,0.0
385,PHYS302,F,0.0
385,LAW201,D,1.0
385,ART103,D,1.0
385,HIST101,C+,2.3
385,MUS304,F,0.0
385,CHEM103,C-,1.7
385,ECON201,D,1.0
385,STAT102,C-,1.7
386,CHEM302,C+,2.3
386,PHYS203,B,3.0
386,MATH306,B-,2.7
386,POL301,C+,2.3
386,CS302,C+,2.3
386,BUS301,B+,3.3
386,ECE205,C+,2.3
386,PSYC401,C+,2.3
386,MED102,A-,3.7
386,MATH403,C+,2.3
386,CS301,B+,3.3
386,CS101,B+,3.3
386,MATH206,B,3.0
386,CHEM203,B-,2.7
386,ART301,B+,3.3
386,ENGR103,A,4.0
386,ECE102,B-,2.7
386,CS103,B-,2.7
386,PHYS204,B-,2.7
386,CS303,C,2.0
386,CS202,B-,2.7
386,CS206,B,3.0
386,MUS303,C+,2.3
386,PHYS102,A-,3.7
386,ECE201,A-,3.7
387,MATH202,D,1.0
387,MUS104,D+,1.3
387,PSYC301,F,0.0
387,MATH102,D,1.0
387,MED203,D,1.0
387,BIO101,C-,1.7
387,ART304,F,0.0
387,LAW403,F,0.0
387,PSYC202,D+,1.3
387,HIST201,D+,1.3
387,MATH307,F,0.0
387,PHYS201,D,1.0
387,ART203,F,0.0
387,PHIL301,D+,1.3
387,POL401,F,0.0
387,MED303,F,0.0
387,ENGR101,F,0.0
387,CS201,F,0.0
387,BUS201,D,1.0
388,MATH104,B-,2.7
388,MED301,B-,2.7
388,CS407,C-,1.7
388,ECON302,C-,1.7
388,SOC102,B+,3.3
388,MUS103,A-,3.7
388,ENGR303,C,2.0
388,MATH302,B+,3.3
388,SOC201,C+,2.3
388,PHYS301,C,2.0
388,ENGR101,B-,2.7
388,CHEM203,C+,2.3
388,ECON401,B+,3.3
388,CS204,C+,2.3
388,SOC204,B+,3.3
388,LAW202,B,3.0
388,POL202,B-,2.7
388,POL203,C+,2.3
388,ART304,B+,3.3
388,POL101,B-,2.7
388,CHEM401,C-,1.7
388,PHYS101,B+,3.3
388,CS202,B,3.0
388,BIO204,C+,2.3
388,POL402,B,3.0
389,POL201,F,0.0
389,BUS102,B-,2.7
389,ART104,D,1.0
389,MUS204,C-,1.7
389,CS403,D,1.0
389,MATH104,C-,1.7
389,ENGL202,D+,1.3
389,LAW102,D,1.0
389,PSYC102,C,2.0
389,MUS202,D,1.0
389,LAW403,F,0.0
389,ENGR301,F,0.0
389,ART102,F,0.0
389,MATH307,D,1.0
389,MED103,F,0.0
389,CS204,D,1.0
389,ART204,C-,1.7
389,ENGR102,C,2.0
389,PHYS205,D,1.0
389,MATH105,F,0.0
389,BIO301,D,1.0
389,MUS203,F,0.0
389,CS101,C-,1.7
389,ENGL102,C-,1.7
389,MATH305,D,1.0
389,STAT202,F,0.0
390,ECE201,A-,3.7
390,MUS201,B+,3.3
390,CS403,B-,2.7
390,PHIL101,A-,3.7
390,SOC203,A-,3.7
390,CHEM301,A-,3.7
390,PHIL202,A,4.0
390,MUS203,A,4.0
390,ECE103,B+,3.3
390,PHYS202,B-,2.7
390,ENGR201,C+,2.3
390,MATH205,B-,2.7
390,PHYS103,B,3.0
390,BIO201,B-,2.7
390,ART301,C,2.0
390,MUS102,C+,2.3
390,STAT102,B-,2.7
390,ENGR302,A-,3.7
390,POL402,C+,2.3
390,BUS302,A,4.0
390,MUS302,A-,3.7
390,POL203,B-,2.7
390,BIO102,B-,2.7
390,ART205,C,2.0
390,MED204,C+,2.3
391,SOC304,B-,2.7
391,ART304,C,2.0
391,PHIL301,B+,3.3
391,MUS102,B,3.0
391,ECE403,C-,1.7
391,BIO102,A-,3.7
391,CS103,B,3.0
391,MED302,B-,2.7
391,SOC202,C+,2.3
391,HIST102,B+,3.3
391,ENGL102,B+,3.3
391,ENGR401,F,0.0
391,LAW201,C-,1.7
391,ENGR204,B,3.0
391,MUS203,B+,3.3
391,LAW403,C+,2.3
391,CS305,C+,2.3
391,LAW303,C+,2.3
392,LAW301,C-,1.7
392,ART402,F,0.0
392,LAW402,F,0.0
392,PHYS303,D,1.0
392,LAW204,C+,2.3
392,LAW101,F,0.0
392,MED402,D,1.0
392,CS203,D,1.0
392,ENGR102,D+,1.3
392,MUS302,C+,2.3
392,MATH403,D,1.0
392,CS105,D+,1.3
392,CS206,C-,1.7
392,CS305,D,1.0
392,BIO102,D+,1.3
392,MATH205,F,0.0
392,LAW403,C-,1.7
392,PSYC201,D,1.0
392,STAT302,D,1.0
392,SOC201,C-,1.7
392,MED401,F,0.0
392,MED103,D,1.0
392,CS202,D+,1.3
392,PHYS101,F,0.0
392,BUS102,C-,1.7
392,ENGL100,C+,2.3
393,PSYC401,F,0.0
393,CS302,D,1.0
393,ECE202,D,1.0
393,PSYC101,D+,1.3
393,ART204,D+,1.3
393,ECE201,C-,1.7
393,ART303,F,0.0
393,MUS102,D,1.0
393,STAT101,F,0.0
393,MED202,D,1.0
393,ART102,F,0.0
393,MED204,F,0.0
393,SOC102,D,1.0
393,MUS302,C,2.0
393,SOC304,D,1.0
393,ENGL100,C-,1.7
393,POL201,D,1.0
393,SOC203,D,1.0
393,ECE301,D,1.0
393,CS405,D,1.0
393,MUS203,D,1.0
393,HIST101,D,1.0
393,MATH307,D,1.0
393,BUS302,D,1.0
393,PHYS203,F,0.0
393,ENGR303,D,1.0
393,BUS101,D+,1.3
393,BIO201,F,0.0
393,MATH207,D,1.0
394,CS203,A,4.0
394,BIO401,A,4.0
394,LAW203,B,3.0
394,CS407,A-,3.7
394,MATH306,C+,2.3
394,BUS203,A-,3.7
394,PHYS304,B-,2.7
394,PHYS104,B,3.0
394,CHEM203,B+,3.3
394,PSYC401,B+,3.3
394,PSYC201,B-,2.7
394,ECE104,B+,3.3
394,MATH206,B,3.0
394,ENGR103,B-,2.7
394,MED402,B,3.0
394,POL202,B-,2.7
394,ART104,A,4.0
394,MED204,B+,3.3
394,CS206,A-,3.7
394,PSYC101,B-,2.7
394,MATH401,C+,2.3
394,ENGR302,B-,2.7
394,CS207,B-,2.7
394,POL401,B,3.0
394,ECON101,C+,2.3
394,ENGR301,C-,1.7
394,ART401,C+,2.3
395,CHEM302,F,0.0
395,MUS203,C+,2.3
395,MATH307,C-,1.7
395,STAT303,C-,1.7
395,MUS201,C-,1.7
395,CS304,D,1.0
395,PHYS402,D,1.0
395,HIST101,D+,1.3
395,BIO202,D,1.0
395,PHIL301,C+,2.3
395,MED204,D,1.0
395,MUS104,C,2.0
395,ENGR202,D+,1.3
395,MATH403,D,1.0
395,POL303,D,1.0
395,ECE204,D,1.0
395,LAW201,D+,1.3
395,MUS304,D,1.0
395,ART205,D,1.0
395,ENGR101,C-,1.7
395,ART103,B-,2.7
395,POL401,D+,1.3
395,ECON101,D,1.0
395,POL101,C-,1.7
395,SOC302,F,0.0
395,PHYS301,C,2.0
395,SOC303,C-,1.7
395,MUS202,C-,1.7
395,ENGR302,C-,1.7
395,HIST302,C-,1.7
395,PSYC203,C-,1.7
395,CS206,D,1.0
396,CS305,C+,2.3
396,MED402,C,2.0
396,BUS302,C,2.0
396,MATH401,C,2.0
396,ART203,B+,3.3
396,MUS301,B-,2.7
396,ECE201,C-,1.7
396,CS201,C,2.0
396,MUS104,B+,3.3
396,MUS304,B-,2.7
396,CS302,B-,2.7
396,CS407,C-,1.7
396,LAW301,D,1.0
396,HIST301,B-,2.7
396,PHYS201,C,2.0
396,POL301,B+,3.3
396,ECE101,B-,2.7
396,PHYS304,C+,2.3
396,MED303,C,2.0
396,PHYS303,D,1.0
396,MUS103,C,2.0
396,BIO401,D,1.0
396,MATH103,C+,2.3
396,MUS201,B-,2.7
396,ART101,B+,3.3
396,PHYS302,F,0.0
396,ECON102,B+,3.3
396,ENGR203,B-,2.7
396,BUS102,B,3.0
396,MUS401,C,2.0
397,PHIL202,C,2.0
397,MATH301,D,1.0
397,MUS101,C+,2.3
397,CS404,D,1.0
397,MUS102,B-,2.7
397,ENGR204,B+,3.3
397,CS203,D+,1.3
397,PHYS202,D,1.0
397,ENGR303,D,1.0
397,LAW202,C+,2.3
397,MED103,B-,2.7
397,ECE402,C+,2.3
397,MATH402,D,1.0
397,PHYS401,F,0.0
397,BUS203,B,3.0
397,CHEM303,B-,2.7
397,POL203,C,2.0
397,BIO202,B-,2.7
397,MED203,D+,1.3
397,PHYS403,C+,2.3
398,ECE305,F,0.0
398,BUS102,C-,1.7
398,ECE302,C-,1.7
398,HIST302,D,1.0
398,MATH207,D,1.0
398,PHIL102,C+,2.3
398,PHIL301,C-,1.7
398,ART304,D,1.0
398,ART204,D,1.0
398,MATH306,F,0.0
398,POL102,C-,1.7
398,CS202,C-,1.7
398,CHEM303,F,0.0
398,PHIL302,C,2.0
398,LAW301,D,1.0
398,ECE203,F,0.0
398,PHYS102,F,0.0
398,BIO101,F,0.0
398,STAT101,C+,2.3
398,MUS205,C-,1.7
398,HIST101,C-,1.7
398,SOC203,D,1.0
398,CS407,F,0.0
399,BIO301,C+,2.3
399,POL103,B-,2.7
399,PHIL202,C-,1.7
399,POL203,C,2.0
399,ART102,A-,3.7
399,PSYC101,C,2.0
399,CS401,B-,2.7
399,SOC301,B,3.0
399,LAW301,C+,2.3
399,PHIL201,B+,3.3
399,LAW303,C+,2.3
399,ENGL202,B-,2.7
399,PHYS102,B-,2.7
399,CS102,C+,2.3
399,ART204,D+,1.3
399,ENGR303,B-,2.7
399,MATH206,C-,1.7
399,CS306,B+,3.3
399,MUS101,B-,2.7
399,STAT203,B+,3.3
399,MED203,B+,3.3
399,ART101,B,3.0
399,ENGL401,C,2.0
399,POL102,A-,3.7
400,BIO204,F,0.0
400,ENGL202,F,0.0
400,ENGL302,C+,2.3
400,PHIL101,D,1.0
400,ECE104,B+,3.3
400,CS401,C+,2.3
400,PSYC202,D+,1.3
400,ENGL301,C,2.0
400,CS303,C,2.0
400,ENGR302,C-,1.7
400,CS101,B-,2.7
400,HIST101,F,0.0
400,ART201,F,0.0
400,BUS201,C,2.0
400,ART204,C,2.0
400,PHYS401,C-,1.7
400,ART301,C-,1.7
400,BIO103,F,0.0
400,ECON303,B-,2.7
400,CS302,B-,2.7
400,POL301,D+,1.3
400,POL204,C-,1.7
400,MED301,F,0.0
400,HIST202,C+,2.3
400,ART402,D,1.0
400,PSYC101,C,2.0
400,MATH106,C,2.0
401,PHIL401,C+,2.3
401,CS102,A-,3.7
401,POL203,B-,2.7
401,LAW102,A-,3.7
401,LAW203,C+,2.3
401,MED203,B+,3.3
401,ART301,B-,2.7
401,ECE204,A-,3.7
401,ART102,B,3.0
401,CS302,D+,1.3
401,MED204,B-,2.7
401,ECE201,C,2.0
401,ENGL102,B,3.0
401,CHEM102,B-,2.7
401,PSYC302,B+,3.3
401,SOC201,A-,3.7
401,ENGR103,B,3.0
401,ART202,B,3.0
401,BUS203,B-,2.7
401,BUS101,B+,3.3
402,MED102,C+,2.3
402,ECON303,C-,1.7
402,PHYS103,D+,1.3
402,ENGR204,D+,1.3
402,BUS401,D,1.0
402,PHYS203,D,1.0
402,BIO201,D,1.0
402,MED401,D,1.0
402,HIST401,D,1.0
402,STAT202,D,1.0
402,ENGL101,F,0.0
402,MATH307,D,1.0
402,ART401,C-,1.7
402,CHEM101,F,0.0
402,CS301,F,0.0
402,SOC304,F,0.0
402,LAW401,D+,1.3
402,LAW303,C-,1.7
402,CS102,D+,1.3
402,PHIL301,F,0.0
402,ENGR303,F,0.0
402,MATH303,D+,1.3
402,LAW301,C+,2.3
402,PHIL302,C,2.0
402,STAT101,D,1.0
402,SOC102,F,0.0
402,CHEM103,F,0.0
402,MATH401,D,1.0
402,POL202,C-,1.7
402,ECE103,D+,1.3
402,MATH105,D+,1.3
402,CHEM203,F,0.0
403,POL302,C,2.0
403,POL101,C+,2.3
403,BIO202,F,0.0
403,PHYS402,D,1.0
403,ECON302,C,2.0
403,HIST102,D,1.0
403,CS105,C-,1.7
403,PHYS301,D,1.0
403,STAT401,C+,2.3
403,ENGR303,F,0.0
403,CS104,D+,1.3
403,ART104,C+,2.3
403,MATH303,D,1.0
403,HIST301,F,0.0
403,ENGR103,B-,2.7
